control,field,applicable,status,source_boundary,target_consumer
LazyColumn,style.typography.font_family,no,不适用,仅已校验字体资产或声明的系统字体,load_page_font_faces / page_snapshot_component_lines
LazyColumn,style.typography.letter_spacing_sp,no,不适用,letterSpacing 常量 sp；支持负数,page_snapshot_component_lines
LazyColumn,style.typography.line_height_sp,no,不适用,常量/主题；自定义 LineHeightStyle、低于自然行高未证明等价,page_snapshot_component_lines
LazyColumn,style.typography.text_align,no,不适用,Start/Center/End/Justify,page_snapshot_component_lines
LazyColumn,style.typography.max_lines,no,不适用,正整数；TextInput 与多行 TextArea 不是同一控件,page_snapshot_component_lines
LazyColumn,style.typography.overflow,no,不适用,clip/ellipsis；visible 未支持并阻断；两类 ArkUI 签名分开,page_snapshot_component_lines
LazyColumn,style.typography.color,no,不适用,明确颜色或已解析主题；容器颜色需实际下传到文字,page_snapshot_component_lines
LazyColumn,style.typography.decoration,no,不适用,none/underline/line_through,page_snapshot_component_lines
LazyColumn,style.asset.resource,no,不适用,本地资源或 AsyncImage HTTP(S)；无预览图回退,page_snapshot_component_lines
LazyColumn,style.asset.sha256,no,不适用,资源提取记录；格式转换后由资源 provenance 验证，不是绘制属性,build_target_phase_consumption_gate
LazyColumn,style.asset.width_px,no,不适用,可记录源像素尺寸；单输入渲染必须有逻辑尺寸，不能直接按 px 布局,build_target_phase_consumption_gate
LazyColumn,style.asset.height_px,no,不适用,可记录源像素尺寸；不能当作 dp 使用,build_target_phase_consumption_gate
LazyColumn,style.asset.width_dp,no,不适用,资源本征尺寸，不是控件硬宽度,page_snapshot_intrinsic_image_lines
LazyColumn,style.asset.height_dp,no,不适用,资源本征尺寸，不是控件硬高度,page_snapshot_intrinsic_image_lines
LazyColumn,style.asset.content_scale,no,不适用,fit/crop/fill/inside/none; 未指定尺寸时需可验证本征测量,page_snapshot_intrinsic_image_lines / page_snapshot_component_lines
LazyColumn,style.asset.tint,no,不适用,显式 tint/ColorFilter.tint；仅支持当前颜色滤镜映射,page_snapshot_component_lines
LazyColumn,style.transform.translation_x_dp,yes,条件,运行/页面事实；源码 offset 单独走 layoutRules，混合变换阻断,page_snapshot_component_lines
LazyColumn,style.transform.translation_y_dp,yes,条件,运行/页面事实；源码 offset 单独走 layoutRules，混合变换阻断,page_snapshot_component_lines
LazyColumn,style.transform.scale_x,yes,条件,scale 常量；graphicsLayer/自定义原点/顺序组合未支持,page_snapshot_component_lines
LazyColumn,style.transform.scale_y,yes,条件,scale 常量；不推算未知表达式,page_snapshot_component_lines
LazyColumn,style.transform.rotation_degrees,yes,条件,rotate 常量；默认中心原点,page_snapshot_component_lines
LazyColumn,style.state.visible,yes,条件,显式布尔页面状态；消失不占位，不等于完整动画状态机,page_snapshot_component_lines
LazyColumn,style.state.refreshing,no,不适用,isRefreshing 固定布尔状态；Box 叠加原生 LoadingProgress，动画外观近似，不包含刷新业务回调,page_snapshot_component_lines
LazyColumn,style.state.enabled,yes,已实现,显式布尔优先于默认值；动态未知值不填 true,page_snapshot_component_lines
LazyColumn,style.state.selected,no,不适用,RadioButton 的明确选中态；不代表任意容器都有选中样式,page_snapshot_component_lines
LazyColumn,style.state.checked,no,不适用,Checkbox/Switch 的明确布尔状态；缺失或动态未解析阻断,page_snapshot_component_lines
LazyColumn,style.state.clickable,yes,业务边界,只记录入口元数据；UI 渲染不产生业务 onClick，另走 behavior contract,build_target_phase_consumption_gate
LazyColumn,style.content.text,no,不适用,text/value/已解析资源；Button 文本在子 Text 实际消费,page_snapshot_component_lines
LazyColumn,style.content.placeholder,no,不适用,纯文字提示；复杂 slot/浮动 label 不等同 placeholder,page_snapshot_component_lines
LazyColumn,style.content.content_description,yes,已实现,contentDescription; 显式 null 不设置,page_snapshot_component_lines
LazyColumn,style.content.role,yes,证据,用于页面语义匹配，不代表已实现对应业务,build_target_phase_consumption_gate
LazyColumn,style.content.locale,no,不适用,可存储/采集；未单独消费，非空时阻断,build_target_phase_consumption_gate
LazyColumn,style.input.single_line,no,不适用,显式布尔；源码省略按 Compose 多行默认；TextInput/TextArea 原生分流,page_snapshot_component_lines
LazyColumn,style.input.read_only,no,不适用,显式布尔；禁止软键盘及内容修改，保留选中；API 20+,page_snapshot_component_lines
LazyColumn,style.input.password,no,不适用,标准 PasswordVisualTransformation/None；多行密码、自定义字符变换阻断,page_snapshot_component_lines
LazyColumn,style.input.keyboard_type,no,不适用,Text/Number/Phone/Email/Uri/Decimal/Password/NumberPassword；不等同内容校验,page_snapshot_component_lines
LazyColumn,style.input.ime_action,no,不适用,键盘动作枚举；Previous/单行 None 阻断；业务提交回调另走 contract,page_snapshot_component_lines
LazyColumn,style.typography.soft_wrap,no,不适用,显式布尔；false 支持不含硬换行的单段文字，硬换行逐段渲染未支持,page_snapshot_component_lines
LazyColumn,style.typography.min_lines,no,不适用,1 为原生默认；多行 Text 使用已验证字体运行时 metrics，复杂约束/输入框多行最低行数阻断,page_snapshot_component_lines
LazyColumn,style.control.value,no,不适用,明确 value/progress；不使用样例数值；UI 当前态不等同业务订阅,page_snapshot_component_lines
LazyColumn,style.control.minimum,no,不适用,Slider valueRange 或明确默认 0；进度固定 0..1,page_snapshot_component_lines
LazyColumn,style.control.maximum,no,不适用,Slider valueRange 或明确默认 1；上限必须大于下限,page_snapshot_component_lines
LazyColumn,style.control.steps,no,不适用,离散 steps 转 (max-min)/(steps+1)；连续型与小于平台最小步长阻断,page_snapshot_component_lines
LazyColumn,style.control.active_color,no,不适用,显式 color 常量或刷新指示器主题色，作用于轨迹/分隔线而非文字,page_snapshot_component_lines
LazyColumn,style.control.inactive_color,no,不适用,显式 trackColor 常量或刷新指示器主题背景,page_snapshot_component_lines
LazyColumn,style.control.stroke_width_dp,no,不适用,常量 thickness/strokeWidth；分隔线默认1dp,page_snapshot_component_lines
Card,structure.type,yes,已实现,SourceTree/lanhu_layer,page_snapshot_component_lines
Card,structure.parent_id,yes,已实现,SourceTree/lanhu_layer,page_snapshot_component_lines
Card,structure.children_ids,yes,已实现,SourceTree/lanhu_layer,page_snapshot_component_lines
Card,structure.sibling_index,yes,已实现,SourceTree/lanhu_layer,page_snapshot_component_lines
Card,style.layout.padding_dp,yes,条件,expand_ordered_layout_modifiers 保留纯常量 padding/size/width/height 嵌套；交织绘制/重复同轴尺寸阻断,page_snapshot_component_lines
Card,style.layout.margin_dp,yes,条件,运行测量/页面事实；Compose 没有通用 margin 参数,page_snapshot_component_lines
Card,style.layout.layout_direction,yes,条件,页面事实；CompositionLocal 的上下文解析未全覆盖,page_snapshot_component_lines
Card,style.layout.z_index,yes,条件,zIndex 走 layoutRules；该字段来自运行/页面事实,page_snapshot_component_lines
Card,style.layout.alignment,no,不适用,contentAlignment/horizontalAlignment/verticalAlignment; 枚举,page_snapshot_container_alignment_lines
Card,style.layout.horizontal_arrangement,no,不适用,Arrangement + 常量 spacedBy,page_snapshot_container_alignment_lines
Card,style.layout.vertical_arrangement,no,不适用,Arrangement + 常量 spacedBy,page_snapshot_container_alignment_lines
Card,style.layout.aspect_ratio,yes,已实现,aspectRatio 常量；不猜动态表达式,page_snapshot_component_lines
Card,style.layout.width_dp,yes,条件,width/size; 无显式值使用原生测量，不用参考 frame,page_snapshot_dimension_lines
Card,style.layout.height_dp,yes,条件,height/size; 无显式值使用原生测量，不用参考 frame,page_snapshot_dimension_lines
Card,style.surface.background,yes,条件,solid/null、水平/垂直 Clamp 渐变；未知端点/径向/图片背景阻断,page_snapshot_component_lines
Card,style.surface.corner_radius_dp,yes,条件,四角事实；AbsoluteRoundedCornerShape、统一圆角；方向未知的非对称 Start/End 阻断,page_snapshot_component_lines
Card,style.surface.corner_sizes,yes,条件,带单位四角：dp/px/percent；百分比依赖原生测量的较短边；方向未知的非对称 Start/End 未解析,page_snapshot_component_lines
Card,style.surface.border,yes,条件,统一 solid/dashed/dotted/none；单边、自定义 dash 阻断,page_snapshot_component_lines
Card,style.surface.shadows,yes,近似,单阴影且 spread=0；Android elevation 转换仍是近似；多阴影阻断,page_snapshot_component_lines
Card,style.surface.alpha,yes,已实现,alpha 常量 0..1,page_snapshot_component_lines
Card,style.surface.clip,yes,条件,矩形/圆角；自定义 Path 未支持,page_snapshot_component_lines
Card,style.typography.font_size_sp,no,不适用,Text/TextStyle 常量或已解析主题；字体缩放由运行平台消费,page_snapshot_component_lines
Card,style.typography.font_weight,no,不适用,FontWeight 常量/已解析主题,page_snapshot_component_lines
Card,style.typography.font_style,no,不适用,FontStyle.Normal/Italic; 未知值 unresolved,page_snapshot_component_lines
Card,style.typography.font_family,no,不适用,仅已校验字体资产或声明的系统字体,load_page_font_faces / page_snapshot_component_lines
Card,style.typography.letter_spacing_sp,no,不适用,letterSpacing 常量 sp；支持负数,page_snapshot_component_lines
Card,style.typography.line_height_sp,no,不适用,常量/主题；自定义 LineHeightStyle、低于自然行高未证明等价,page_snapshot_component_lines
Card,style.typography.text_align,no,不适用,Start/Center/End/Justify,page_snapshot_component_lines
Card,style.typography.max_lines,no,不适用,正整数；TextInput 与多行 TextArea 不是同一控件,page_snapshot_component_lines
Card,style.typography.overflow,no,不适用,clip/ellipsis；visible 未支持并阻断；两类 ArkUI 签名分开,page_snapshot_component_lines
Card,style.typography.color,no,不适用,明确颜色或已解析主题；容器颜色需实际下传到文字,page_snapshot_component_lines
Card,style.typography.decoration,no,不适用,none/underline/line_through,page_snapshot_component_lines
Card,style.asset.resource,no,不适用,本地资源或 AsyncImage HTTP(S)；无预览图回退,page_snapshot_component_lines
Card,style.asset.sha256,no,不适用,资源提取记录；格式转换后由资源 provenance 验证，不是绘制属性,build_target_phase_consumption_gate
Card,style.asset.width_px,no,不适用,可记录源像素尺寸；单输入渲染必须有逻辑尺寸，不能直接按 px 布局,build_target_phase_consumption_gate
Card,style.asset.height_px,no,不适用,可记录源像素尺寸；不能当作 dp 使用,build_target_phase_consumption_gate
Card,style.asset.width_dp,no,不适用,资源本征尺寸，不是控件硬宽度,page_snapshot_intrinsic_image_lines
Card,style.asset.height_dp,no,不适用,资源本征尺寸，不是控件硬高度,page_snapshot_intrinsic_image_lines
Card,style.asset.content_scale,no,不适用,fit/crop/fill/inside/none; 未指定尺寸时需可验证本征测量,page_snapshot_intrinsic_image_lines / page_snapshot_component_lines
Card,style.asset.tint,no,不适用,显式 tint/ColorFilter.tint；仅支持当前颜色滤镜映射,page_snapshot_component_lines
Card,style.transform.translation_x_dp,yes,条件,运行/页面事实；源码 offset 单独走 layoutRules，混合变换阻断,page_snapshot_component_lines
Card,style.transform.translation_y_dp,yes,条件,运行/页面事实；源码 offset 单独走 layoutRules，混合变换阻断,page_snapshot_component_lines
Card,style.transform.scale_x,yes,条件,scale 常量；graphicsLayer/自定义原点/顺序组合未支持,page_snapshot_component_lines
